"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2013","Homicide Firearm","2003","321","11434788","2.81"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2013","Homicide Firearm","2003","139","3504892","3.97"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2013","Homicide Firearm","2003","52","3547376","1.47"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2013","Homicide Firearm","2003","467","12374658","3.77"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2013","Homicide Firearm","2003","21","1071342","1.96"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2013","Homicide Firearm","2003","236","4150297","5.69"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2013","Homicide Firearm","2003","P","763729","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2013","Homicide Firearm","2003","299","5847812","5.11"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2013","Homicide Firearm","2003","974","22030931","4.42"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2013","Homicide Firearm","2003","37","2360137","1.57"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2013","Homicide Firearm","2003","P","617858","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2013","Homicide Firearm","2003","336","7366977","4.56"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2013","Homicide Firearm","2003","111","6104115","1.82"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2013","Homicide Firearm","2003","60","1812295","3.31"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2013","Homicide Firearm","2003","140","5479203","2.56"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2013","Homicide Firearm","2003","P","503453","."
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","2003","11920","290107933","4.11"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2013","Homicide Firearm","2004","262","4530729","5.78"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2013","Homicide Firearm","2004","20","659286","3.03"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2013","Homicide Firearm","2004","342","5652404","6.05"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2013","Homicide Firearm","2004","141","2749686","5.13"
"Both Sexes","All Races","California","Both","All Ages","1999","2013","Homicide Firearm","2004","1808","35574576","5.08"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2013","Homicide Firearm","2004","131","4575013","2.86"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2013","Homicide Firearm","2004","64","3496094","1.83"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2013","Homicide Firearm","2004","27","830803","3.25"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2013","Homicide Firearm","2004","137","567754","24.13"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2013","Homicide Firearm","2004","647","17415318","3.72"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2013","Homicide Firearm","2004","419","8769252","4.78"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2013","Homicide Firearm","2004","P","1273569","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2013","Homicide Firearm","2004","16","1391802","1.15"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2013","Homicide Firearm","2004","573","12589773","4.55"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2013","Homicide Firearm","2004","224","6233007","3.59"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2013","Homicide Firearm","2004","30","2953635","1.02"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2013","Homicide Firearm","2004","85","2734373","3.11"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2013","Homicide Firearm","2004","152","4146101","3.67"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2013","Homicide Firearm","2004","480","4552238","10.54"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2013","Homicide Firearm","2004","11","1313688","0.84"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2013","Homicide Firearm","2004","386","5546935","6.96"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2013","Homicide Firearm","2004","106","6412281","1.65"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2013","Homicide Firearm","2004","488","10055315","4.85"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2013","Homicide Firearm","2004","85","5087713","1.67"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2013","Homicide Firearm","2004","202","2889010","6.99"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2013","Homicide Firearm","2004","257","5747741","4.47"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2013","Homicide Firearm","2004","12","930009","1.29"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2013","Homicide Firearm","2004","24","1749370","1.37"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2013","Homicide Firearm","2004","123","2346222","5.24"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2013","Homicide Firearm","2004","11","1290121","0.85"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2013","Homicide Firearm","2004","253","8634561","2.93"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2013","Homicide Firearm","2004","81","1903808","4.25"
"Both Sexes","All Races","New York","Both","All Ages","1999","2013","Homicide Firearm","2004","516","19171567","2.69"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2013","Homicide Firearm","2004","411","8553152","4.81"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2013","Homicide Firearm","2004","P","644705","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2013","Homicide Firearm","2004","340","11452251","2.97"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2013","Homicide Firearm","2004","124","3525233","3.52"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2013","Homicide Firearm","2004","65","3569463","1.82"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2013","Homicide Firearm","2004","504","12410722","4.06"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2013","Homicide Firearm","2004","18","1074579","1.68"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2013","Homicide Firearm","2004","220","4210921","5.22"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2013","Homicide Firearm","2004","P","770396","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2013","Homicide Firearm","2004","286","5910809","4.84"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2013","Homicide Firearm","2004","923","22394023","4.12"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2013","Homicide Firearm","2004","30","2401580","1.25"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2013","Homicide Firearm","2004","P","619920","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2013","Homicide Firearm","2004","295","7475575","3.95"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2013","Homicide Firearm","2004","122","6178645","1.97"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2013","Homicide Firearm","2004","52","1816438","2.86"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2013","Homicide Firearm","2004","93","5514026","1.69"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2013","Homicide Firearm","2004","P","509106","."
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","2004","11624","292805298","3.97"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2013","Homicide Firearm","2005","319","4569805","6.98"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2013","Homicide Firearm","2005","24","666946","3.6"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2013","Homicide Firearm","2005","377","5839077","6.46"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2013","Homicide Firearm","2005","154","2781097","5.54"
"Both Sexes","All Races","California","Both","All Ages","1999","2013","Homicide Firearm","2005","1878","35827943","5.24"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2013","Homicide Firearm","2005","115","4631888","2.48"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2013","Homicide Firearm","2005","66","3506956","1.88"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2013","Homicide Firearm","2005","33","845150","3.9"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2013","Homicide Firearm","2005","142","567136","25.04"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2013","Homicide Firearm","2005","631","17842038","3.54"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2013","Homicide Firearm","2005","439","8925922","4.92"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2013","Homicide Firearm","2005","P","1292729","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2013","Homicide Firearm","2005","28","1428241","1.96"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2013","Homicide Firearm","2005","569","12609903","4.51"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2013","Homicide Firearm","2005","257","6278616","4.09"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2013","Homicide Firearm","2005","23","2964454","0.78"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2013","Homicide Firearm","2005","61","2745299","2.22"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2013","Homicide Firearm","2005","152","4182742","3.63"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2013","Homicide Firearm","2005","457","4576628","9.99"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2013","Homicide Firearm","2005","P","1318787","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2013","Homicide Firearm","2005","422","5592379","7.55"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2013","Homicide Firearm","2005","108","6403290","1.69"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2013","Homicide Firearm","2005","491","10051137","4.89"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2013","Homicide Firearm","2005","88","5119598","1.72"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2013","Homicide Firearm","2005","175","2905943","6.02"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2013","Homicide Firearm","2005","293","5790300","5.06"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2013","Homicide Firearm","2005","17","940102","1.81"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2013","Homicide Firearm","2005","28","1761497","1.59"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2013","Homicide Firearm","2005","115","2432143","4.73"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2013","Homicide Firearm","2005","P","1298492","."
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2013","Homicide Firearm","2005","288","8651974","3.33"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2013","Homicide Firearm","2005","77","1932274","3.98"
"Both Sexes","All Races","New York","Both","All Ages","1999","2013","Homicide Firearm","2005","515","19132610","2.69"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2013","Homicide Firearm","2005","451","8705407","5.18"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2013","Homicide Firearm","2005","P","646089","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2013","Homicide Firearm","2005","408","11463320","3.56"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2013","Homicide Firearm","2005","136","3548597","3.83"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2013","Homicide Firearm","2005","54","3613202","1.49"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2013","Homicide Firearm","2005","535","12449990","4.3"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2013","Homicide Firearm","2005","19","1067916","1.78"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2013","Homicide Firearm","2005","235","4270150","5.5"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2013","Homicide Firearm","2005","P","775493","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2013","Homicide Firearm","2005","371","5991057","6.19"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2013","Homicide Firearm","2005","1009","22778123","4.43"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2013","Homicide Firearm","2005","33","2457719","1.34"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2013","Homicide Firearm","2005","P","621215","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2013","Homicide Firearm","2005","353","7577105","4.66"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2013","Homicide Firearm","2005","141","6257305","2.25"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2013","Homicide Firearm","2005","57","1820492","3.13"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2013","Homicide Firearm","2005","159","5546166","2.87"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2013","Homicide Firearm","2005","11","514157","2.14"
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","2005","12352","295516599","4.18"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2013","Homicide Firearm","2006","333","4628981","7.19"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2013","Homicide Firearm","2006","28","675302","4.15"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2013","Homicide Firearm","2006","387","6029141","6.42"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2013","Homicide Firearm","2006","155","2821761","5.49"
"Both Sexes","All Races","California","Both","All Ages","1999","2013","Homicide Firearm","2006","1883","36021202","5.23"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2013","Homicide Firearm","2006","104","4720423","2.2"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2013","Homicide Firearm","2006","92","3517460","2.62"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2013","Homicide Firearm","2006","34","859268","3.96"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2013","Homicide Firearm","2006","120","570681","21.03"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2013","Homicide Firearm","2006","803","18166990","4.42"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2013","Homicide Firearm","2006","495","9155813","5.41"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2013","Homicide Firearm","2006","P","1309731","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2013","Homicide Firearm","2006","24","1468669","1.63"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2013","Homicide Firearm","2006","625","12643955","4.94"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2013","Homicide Firearm","2006","264","6332669","4.17"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2013","Homicide Firearm","2006","38","2982644","1.27"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2013","Homicide Firearm","2006","73","2762931","2.64"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2013","Homicide Firearm","2006","111","4219239","2.63"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2013","Homicide Firearm","2006","443","4302665","10.3"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2013","Homicide Firearm","2006","15","1323619","1.13"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2013","Homicide Firearm","2006","416","5627367","7.39"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2013","Homicide Firearm","2006","105","6410084","1.64"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2013","Homicide Firearm","2006","536","10036081","5.34"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2013","Homicide Firearm","2006","78","5163555","1.51"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2013","Homicide Firearm","2006","222","2904978","7.64"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2013","Homicide Firearm","2006","295","5842704","5.05"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2013","Homicide Firearm","2006","11","952692","1.15"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2013","Homicide Firearm","2006","31","1772693","1.75"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2013","Homicide Firearm","2006","131","2522658","5.19"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2013","Homicide Firearm","2006","12","1308389","0.92"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2013","Homicide Firearm","2006","301","8661679","3.48"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2013","Homicide Firearm","2006","73","1962137","3.72"
"Both Sexes","All Races","New York","Both","All Ages","1999","2013","Homicide Firearm","2006","570","19104631","2.98"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2013","Homicide Firearm","2006","439","8917270","4.92"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2013","Homicide Firearm","2006","P","649422","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2013","Homicide Firearm","2006","451","11481213","3.93"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2013","Homicide Firearm","2006","152","3594090","4.23"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2013","Homicide Firearm","2006","63","3670883","1.72"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2013","Homicide Firearm","2006","593","12510809","4.74"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2013","Homicide Firearm","2006","19","1063096","1.79"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2013","Homicide Firearm","2006","274","4357847","6.29"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2013","Homicide Firearm","2006","P","783033","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2013","Homicide Firearm","2006","330","6088766","5.42"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2013","Homicide Firearm","2006","1033","23359580","4.42"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2013","Homicide Firearm","2006","29","2525507","1.15"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2013","Homicide Firearm","2006","P","622892","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2013","Homicide Firearm","2006","284","7673725","3.7"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2013","Homicide Firearm","2006","123","6370753","1.93"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2013","Homicide Firearm","2006","57","1827912","3.12"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2013","Homicide Firearm","2006","110","5577655","1.97"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2013","Homicide Firearm","2006","P","522667","."
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","2006","12791","298379912","4.29"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2013","Homicide Firearm","2007","378","4672840","8.09"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2013","Homicide Firearm","2007","25","680300","3.67"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2013","Homicide Firearm","2007","354","6167681","5.74"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2013","Homicide Firearm","2007","153","2848650","5.37"
"Both Sexes","All Races","California","Both","All Ages","1999","2013","Homicide Firearm","2007","1701","36250311","4.69"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2013","Homicide Firearm","2007","91","4803868","1.89"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2013","Homicide Firearm","2007","67","3527270","1.9"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2013","Homicide Firearm","2007","30","871749","3.44"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2013","Homicide Firearm","2007","129","574404","22.46"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2013","Homicide Firearm","2007","935","18367842","5.09"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2013","Homicide Firearm","2007","557","9349988","5.96"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2013","Homicide Firearm","2007","P","1315675","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2013","Homicide Firearm","2007","29","1505105","1.93"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2013","Homicide Firearm","2007","575","12695866","4.53"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2013","Homicide Firearm","2007","251","6379599","3.93"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2013","Homicide Firearm","2007","18","2999212","0.6"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2013","Homicide Firearm","2007","71","2783785","2.55"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2013","Homicide Firearm","2007","152","4256672","3.57"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2013","Homicide Firearm","2007","488","4375581","11.15"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2013","Homicide Firearm","2007","15","1327040","1.13"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2013","Homicide Firearm","2007","424","5653408","7.5"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2013","Homicide Firearm","2007","115","6431559","1.79"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2013","Homicide Firearm","2007","506","10001284","5.06"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2013","Homicide Firearm","2007","70","5207203","1.34"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2013","Homicide Firearm","2007","219","2928350","7.48"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2013","Homicide Firearm","2007","265","5887612","4.5"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2013","Homicide Firearm","2007","15","964706","1.55"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2013","Homicide Firearm","2007","43","1783440","2.41"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2013","Homicide Firearm","2007","131","2601072","5.04"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2013","Homicide Firearm","2007","P","1312540","."
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2013","Homicide Firearm","2007","276","8677885","3.18"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2013","Homicide Firearm","2007","78","1990070","3.92"
"Both Sexes","All Races","New York","Both","All Ages","1999","2013","Homicide Firearm","2007","522","19132335","2.73"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2013","Homicide Firearm","2007","458","9118037","5.02"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2013","Homicide Firearm","2007","P","652822","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2013","Homicide Firearm","2007","413","11500468","3.59"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2013","Homicide Firearm","2007","151","3634349","4.15"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2013","Homicide Firearm","2007","43","3722417","1.16"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2013","Homicide Firearm","2007","554","12563937","4.41"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2013","Homicide Firearm","2007","13","1057315","1.23"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2013","Homicide Firearm","2007","255","4444110","5.74"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2013","Homicide Firearm","2007","P","791623","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2013","Homicide Firearm","2007","343","6175727","5.55"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2013","Homicide Firearm","2007","1029","23831983","4.32"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2013","Homicide Firearm","2007","40","2597746","1.54"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2013","Homicide Firearm","2007","P","623481","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2013","Homicide Firearm","2007","308","7751000","3.97"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2013","Homicide Firearm","2007","124","6461587","1.92"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2013","Homicide Firearm","2007","46","1834052","2.51"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2013","Homicide Firearm","2007","132","5610775","2.35"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2013","Homicide Firearm","2007","P","534876","."
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","2007","12632","301231207","4.19"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2013","Homicide Firearm","2008","349","4718206","7.4"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2013","Homicide Firearm","2008","15","687455","2.18"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2013","Homicide Firearm","2008","333","6280362","5.3"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2013","Homicide Firearm","2008","145","2874554","5.04"
"Both Sexes","All Races","California","Both","All Ages","1999","2013","Homicide Firearm","2008","1569","36604337","4.29"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2013","Homicide Firearm","2008","109","4889730","2.23"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2013","Homicide Firearm","2008","87","3545579","2.45"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2013","Homicide Firearm","2008","54","883874","6.11"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2013","Homicide Firearm","2008","122","580236","21.03"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2013","Homicide Firearm","2008","886","18527305","4.78"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2013","Homicide Firearm","2008","515","9504843","5.42"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2013","Homicide Firearm","2008","11","1332213","0.83"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2013","Homicide Firearm","2008","13","1534320","0.85"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2013","Homicide Firearm","2008","631","12747038","4.95"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2013","Homicide Firearm","2008","235","6424806","3.66"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2013","Homicide Firearm","2008","34","3016734","1.13"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2013","Homicide Firearm","2008","77","2808076","2.74"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2013","Homicide Firearm","2008","160","4289878","3.73"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2013","Homicide Firearm","2008","430","4435586","9.69"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2013","Homicide Firearm","2008","12","1330509","0.9"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2013","Homicide Firearm","2008","379","5684965","6.67"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2013","Homicide Firearm","2008","98","6468967","1.51"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2013","Homicide Firearm","2008","489","9946889","4.92"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2013","Homicide Firearm","2008","71","5247018","1.35"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2013","Homicide Firearm","2008","245","2947806","8.31"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2013","Homicide Firearm","2008","360","5923916","6.08"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2013","Homicide Firearm","2008","16","976415","1.64"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2013","Homicide Firearm","2008","49","1796378","2.73"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2013","Homicide Firearm","2008","100","2653630","3.77"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2013","Homicide Firearm","2008","P","1315906","."
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2013","Homicide Firearm","2008","244","8711090","2.8"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2013","Homicide Firearm","2008","86","2010662","4.28"
"Both Sexes","All Races","New York","Both","All Ages","1999","2013","Homicide Firearm","2008","508","19212436","2.64"
